Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,12290_3#46,12378_2#16,13415_4#43,14324_6#51,14936_5#23,14936_5#5,14936_6#28,15277_3#70,15378_2#88,15531_4#29,16288_3#68,16288_4#49,16288_6#83,16288_7#67,17870_7#145,17870_7#82,17870_8#103,18456_1#108,18456_1#116,18456_1#91,19341_3#53,9789_2#24,9789_2#39,9789_3#1
group_11022,,cell wall surface anchor family protein,1,1,1.0,1,2700,1540.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11023,,adenylosuccinate lyase,1,1,1.0,1,2699,1540.0,2.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11024,ltrA,prophage LambdaSa1 reverse transcriptase/maturase family protein,1,1,1.0,1,5422,1538.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11025,,hypothetical protein,1,1,1.0,1,5421,1538.0,3.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11026,hslO,heat shock protein 3HSP33 homolog,1,1,1.0,1,5420,1538.0,2.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11027,,integrase,1,1,1.0,1,5439,1539.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11028,,ISSag7 transposase,1,1,1.0,1,5438,1539.0,2.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
lrp_1,,surface anchored protein,1,1,1.0,1,5519,1537.0,3.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11030,cbpA_1,choline-binding surface protein A,1,1,1.0,1,5518,1537.0,2.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
bag_1,,IgA-binding beta antigen,1,1,1.0,1,5517,1537.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11032,,hypothetical protein,1,1,1.0,1,10150,1.0,4805.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11033,,enoyl-CoA hydratase,1,1,1.0,9,1,52.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11037,,hypothetical protein,1,1,1.0,129,1,269.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
hsdS_3,,putative type I S-subunit protein,1,1,1.0,155,1,299.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
ccmE,,Heme chaperone CcmE,1,1,1.0,157,1,290.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11040,,hypothetical protein,1,1,1.0,113,1,303.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11041,,Predicted membrane protein,1,1,1.0,118,1,306.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11042,,hypothetical protein,1,1,1.0,135,1,268.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11043,,choline transport protein BetT,1,1,1.0,145,1,307.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
gltA,,citrate synthase,1,1,1.0,151,1,301.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
gabD1,,Succinate-semialdehyde dehydrogenase [NADP(+)] 1,1,1,1.0,152,1,283.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11046,,hypothetical protein,1,1,1.0,114,1,261.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
nrdR_2,,transcriptional repressor NrdR,1,1,1.0,115,1,298.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11048,,hypothetical protein,1,1,1.0,130,1,292.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
rpsM_2,,30S ribosomal protein S13,1,1,1.0,133,1,304.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11050,,hypothetical protein,1,1,1.0,136,1,278.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
bolA,,hypothetical protein,1,1,1.0,159,1,280.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11052,,hypothetical protein,1,1,1.0,160,1,296.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
oprF,,Root adhesin,1,1,1.0,143,1,282.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
rsmB_2,,sun protein,1,1,1.0,144,1,286.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
hisE,,phosphoribosyl-ATP pyrophosphatase,1,1,1.0,137,1,293.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11056,,choline transport protein BetT,1,1,1.0,140,1,277.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
rsuA1_2,,ribosomal small subunit pseudouridine synthase A,1,1,1.0,149,1,263.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11058,,hypothetical protein,1,1,1.0,153,1,264.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
trxA_4,,thioredoxin,1,1,1.0,604,1,331.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11060,,Peptidase propeptide and YPEB domain,1,1,1.0,601,1,334.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11061,,hypothetical protein,1,1,1.0,606,1,335.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
ydcV_2,,spermidine/putrescine ABC transporter permease II,1,1,1.0,603,1,330.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11063,,heme exporter protein CcmB,1,1,1.0,602,1,337.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11064,,hypothetical protein,1,1,1.0,737,3,681.0,8.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11065,,putative ICE protein,1,1,1.0,737,2,681.0,9.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11066,,plasmid rolling circle replication initiator protein,1,1,1.0,737,1,681.0,10.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11067,,cell envelope integrity inner membrane protein TolA,1,1,1.0,1,1231,1.0,1410.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11068,ssb,prophage LambdaSa2 single-strand binding protein,1,1,1.0,1,2635,1.0,3200.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11069,,Molybdate/tungstate binding protein,1,1,1.0,1,96,1617.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11070,,chlorohydrolase,1,1,1.0,1,6729,2205.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11071,,hypothetical protein,1,1,1.0,1107,1,2132.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11073,,hypothetical protein,1,1,1.0,1,241,1.0,4058.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11074,,hypothetical protein,1,1,1.0,1,240,1.0,4059.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11075,,phage protein,1,1,1.0,1,239,1.0,4060.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11076,,phage protein,1,1,1.0,1,238,1.0,4061.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11077,,hypothetical protein,1,1,1.0,1,355,1.0,4222.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11078,,hypothetical protein,1,1,1.0,1,354,1.0,4221.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11079,,membrane protein,1,1,1.0,1,841,1.0,5317.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11080,,hypothetical protein,1,1,1.0,1,9604,1.0,781.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11081,,hypothetical protein,1,1,1.0,77,1,191.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11082,ogt,O6-methylguanine-DNA methyltransferase,1,1,1.0,1,4586,854.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11083,,hypothetical protein,1,1,1.0,959,1,549.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11084,,hypothetical protein,1,1,1.0,1,8528,3.0,5.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11085,,hypothetical protein,1,1,1.0,1,9340,1.0,2262.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11086,,hypothetical protein,1,1,1.0,1,8942,1.0,898.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11087,,hypothetical protein,1,1,1.0,1,8943,1.0,899.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11088,,hypothetical protein,1,1,1.0,1,8679,1.0,5913.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11089,,hypothetical protein,1,1,1.0,1,9019,1.0,2385.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11090,,hypothetical protein,1,1,1.0,1121,1,2150.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11091,,hypothetical protein,1,1,1.0,824,1,1183.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11092,,hypothetical protein,1,1,1.0,1,9779,1.0,2547.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11093,,hypothetical protein,1,1,1.0,1,3029,1.0,373.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11095,,ATP-dependent DNA helicase RecG,1,1,1.0,1,4835,1.0,7201.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11096,,ATP-dependent DNA helicase RecG,1,1,1.0,1,4834,1.0,7202.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11097,,membrane protein,1,1,1.0,1,2998,1.0,7239.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11098,,hypothetical protein,1,1,1.0,1014,1,2020.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11099,,phosphomevalonate kinase,1,1,1.0,1,4387,890.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11100,xerD,recombinase site specific,1,1,1.0,1,5916,891.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11101,treC,alphaalpha-phosphotrehalase,1,1,1.0,1,5868,1.0,4338.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
treP_1,,trehalose PTS system IIABC components,1,1,1.0,1,5869,1.0,4339.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
treP_2,,trehalose PTS system IIABC components,1,1,1.0,1,5870,1.0,4340.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11104,treR,trehalose operon repressor,1,1,1.0,1,5871,1.0,4341.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11105,,hypothetical protein,1,1,1.0,1,5872,1.0,4342.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11106,,hypothetical protein,1,1,1.0,1,5873,1.0,4343.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11107,,hypothetical protein,1,1,1.0,989,1,1980.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11108,,hypothetical protein,1,1,1.0,988,1,1981.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11109,,hypothetical protein,1,1,1.0,1,1484,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11110,,hypothetical protein,1,1,1.0,216,1,803.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11111,,integrase,1,1,1.0,1,5163,1.0,3803.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11112,,integrase,1,1,1.0,1,5162,1.0,3834.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11113,,hypothetical protein,1,1,1.0,1,1169,1.0,1238.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11114,,GtrA family protein,1,1,1.0,1,2988,669.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11115,,methyl transferase,1,1,1.0,1,861,1.0,737.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11121,,FtsK/SpoIIIE family protein,1,1,1.0,1,4434,1.0,5702.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11122,,hypothetical protein,1,1,1.0,1,8093,1.0,2889.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11123,,gp29,1,1,1.0,1,8094,1.0,2890.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11124,,phage protein,1,1,1.0,1,8095,1.0,2891.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
argS_1,,arginyl-tRNA synthetase(arginine--tRNA ligase) (ARGRS),1,1,1.0,1,7546,1734.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11132,,hypothetical protein,1,1,1.0,1185,1,2215.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11133,Int-Tn_1,Integrase,1,1,1.0,1,8620,1.0,5977.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11134,sulB,dihydrofolate synthetase,1,1,1.0,1,541,2187.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11136,,gp27,1,1,1.0,1,2490,1.0,3303.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11137,rpmH,50S ribosomal protein L34,1,1,1.0,1,8505,434.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11138,,phosphomevalonate kinase,1,1,1.0,1,4388,2094.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11139,repB,Replication protein RepB,1,1,1.0,1145,4,2166.0,4.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11140,,Ribbon-helix-helix protein copG family,1,1,1.0,1145,5,2166.0,5.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11141,,hypothetical protein,1,1,1.0,1145,3,2166.0,3.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11142,,hypothetical protein,1,1,1.0,1145,2,2166.0,2.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11143,,hypothetical protein,1,1,1.0,1145,1,2166.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11145,,hypothetical protein,1,1,1.0,1,9784,1.0,2346.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11146,,hypothetical protein,1,1,1.0,1,9783,1.0,2345.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11147,,putative transposon protein,1,1,1.0,1,3134,1.0,40.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11149,,conjugative transposon protein,1,1,1.0,1,4882,1.0,153.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11150,,hypothetical protein,1,1,1.0,1,4769,1.0,162.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11151,,hypothetical protein,1,1,1.0,1,4770,1.0,161.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11152,,relaxase/mobilisation protein,1,1,1.0,1,4771,1.0,160.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
livH_2,,branched-chain amino acid ABC transporter permease,1,1,1.0,1,10198,2120.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11161,,cell envelope integrity inner membrane protein TolA,1,1,1.0,1,1121,1.0,1469.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11162,,chlorohydrolase,1,1,1.0,1,7751,2137.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11164,,hypothetical protein,1,1,1.0,1,1284,1.0,1559.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11166,,phage protein,1,1,1.0,1,2668,1.0,3191.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11174,,phage protein,1,1,1.0,1,8189,1.0,2824.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11175,,phage protein,1,1,1.0,1,2513,1.0,4967.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11176,,hypothetical protein,1,1,1.0,1,7174,1.0,6138.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11184,,hypothetical protein,1,1,1.0,1,635,1.0,5733.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11185,,hypothetical protein,1,1,1.0,1,9958,1.0,7061.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11186,,hypothetical protein,1,1,1.0,1,4150,1992.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11187,,hypothetical protein,1,1,1.0,1134,1,1991.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11188,,hypothetical protein,1,1,1.0,1,2014,1.0,4262.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11192,,cI repressor,1,1,1.0,1,7549,1983.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11195,,sakacin A production response regulator,1,1,1.0,1,6913,1982.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11196,,DNA or RNA helicases of superfamily II,1,1,1.0,1,3978,235.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11199,zmpD,zinc metalloprotease ZmpD,1,1,1.0,1,858,380.0,4.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11200,,cell envelope integrity inner membrane protein TolA,1,1,1.0,1,9481,1.0,1483.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11201,sulB,dihydrofolate synthetase,1,1,1.0,1,912,2221.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11204,,hypothetical protein,1,1,1.0,1129,1,471.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11206,,transposase IS116/IS110/IS902 family protein,1,1,1.0,1,4212,1.0,603.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11209,,Protein of unknown function (DUF2971),1,1,1.0,1,6239,547.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11210,,hypothetical protein,1,1,1.0,1191,1,2222.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
argR2_1,,arginine repressor,1,1,1.0,1,6366,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11214,ftsK_2,DNA translocase FtsK,1,1,1.0,1,8648,1.0,6003.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11215,,hypothetical protein,1,1,1.0,1,8649,1.0,6002.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11216,ltrA,group II intron reverse transcriptase maturase,1,1,1.0,1,4750,1.0,326.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11217,,hypothetical protein,1,1,1.0,1,1149,1.0,1249.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11218,,hypothetical protein,1,1,1.0,1103,1,1823.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11219,,hypothetical protein,1,1,1.0,1,5940,2218.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11220,,hypothetical protein,1,1,1.0,1,2122,1.0,3500.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11221,,hypothetical protein,1,1,1.0,1,1318,1.0,2169.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11222,,hypothetical protein,1,1,1.0,1,9720,1.0,2281.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11223,,hypothetical protein,1,1,1.0,1,9721,1.0,2282.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11224,,hypothetical protein,1,1,1.0,1183,1,2213.0,2.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11225,,hypothetical protein,1,1,1.0,1183,2,2213.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11226,,hypothetical protein,1,1,1.0,1078,1,2102.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11227,,hypothetical protein,1,1,1.0,218,1,814.0,1.0,Investigate,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
pspC_1,,choline binding protein A,1,1,1.0,1,5377,1866.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11229,soj,sporulation initiation inhibitor protein,1,1,1.0,1,7855,1.0,250.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
parB_2,,ParB-like nuclease protein,1,1,1.0,1,7854,1.0,251.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11231,,prophage antirepressor,1,1,1.0,1,7853,1.0,252.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11232,,replication initiator protein,1,1,1.0,1,7852,1.0,253.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11233,dnaI_1,putative replicative DNA helicase,1,1,1.0,1,7851,1.0,254.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11234,,FIG00648496: hypothetical protein,1,1,1.0,1,7850,1.0,255.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11235,,hypothetical protein,1,1,1.0,1,7849,1.0,256.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11236,traG,TraG family protein,1,1,1.0,1,7848,1.0,257.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11237,,hypothetical protein,1,1,1.0,1,7845,1.0,260.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11238,,DNA-cytosine methyltransferase,1,1,1.0,1,7844,1.0,261.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11239,,conjugative transposon membrane protein,1,1,1.0,1,7840,1.0,267.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11240,,conjugative transposon membrane protein,1,1,1.0,1,7839,1.0,268.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11241,yhdJ_2,DNA modification methylase,1,1,1.0,1,7837,1.0,270.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11242,iap_1,NlpC/P60 family protein,1,1,1.0,1,7836,1.0,271.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11243,,conjugative transposon protein,1,1,1.0,1,7835,1.0,272.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11244,,membrane protein,1,1,1.0,1,7834,1.0,273.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11245,,abortive infection protein AbiGI,1,1,1.0,1,7833,1.0,274.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11246,,abortive infection protein,1,1,1.0,1,7832,1.0,275.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11247,topB,DNA topoisomerase,1,1,1.0,1,7831,1.0,276.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11248,,conjugative transposon protein,1,1,1.0,1,7830,1.0,277.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11249,,conjugative transposon protein,1,1,1.0,1,7829,1.0,278.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11250,,conjugative transposon DNA recombination protein,1,1,1.0,1,7828,1.0,279.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11251,,conjugative transposon single-strand binding protein,1,1,1.0,1,7827,1.0,280.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11252,,conjugative transposon membrane protein,1,1,1.0,1,7826,1.0,281.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11253,,relaxase,1,1,1.0,1,7825,1.0,282.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11254,eqbF,thiazoline reductase,1,1,1.0,1,8483,1.0,371.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11255,yfiR,TetR family transcriptional regulator,1,1,1.0,1,8484,1.0,370.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11257,mepA_1,MATE efflux family protein,1,1,1.0,1,8490,1.0,351.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11258,,DNA-binding protein,1,1,1.0,1,8491,1.0,350.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11259,,hypothetical protein,1,1,1.0,1,8492,1.0,349.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11260,,site-specific recombinase family protein,1,1,1.0,1,8493,1.0,348.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11261,,site-specific recombinase,1,1,1.0,1,8494,1.0,347.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11262,,conjugative transposon site-specific recombinase,1,1,1.0,1,8495,1.0,346.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11263,,KilA domain-containing protein,1,1,1.0,1,8496,1.0,345.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11264,,chlorohydrolase,1,1,1.0,1,6709,2076.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11265,,hypothetical protein,1,1,1.0,1,9745,1.0,2330.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11266,,hypothetical protein,1,1,1.0,1,9758,1.0,2331.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11267,,hypothetical protein,1,1,1.0,1,1797,1.0,3295.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11270,,hypothetical protein,1,1,1.0,473,5,1226.0,4.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11271,,hypothetical protein,1,1,1.0,473,4,1226.0,3.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11272,,hypothetical protein,1,1,1.0,1,9529,1.0,1134.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11273,,chlorohydrolase,1,1,1.0,1,7524,109.0,1.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
aadK,,aminoglycoside 6-adenylyltransferase,1,1,1.0,1,4415,865.0,8.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11275,,hypothetical protein,1,1,1.0,1,4414,865.0,9.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
group_11276,,Acetyltransferase GNAT family,1,1,1.0,1,4413,865.0,10.0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,
